Date,Calories,Distance,Low_latitude,Low_longitude,High_latitude,High_longitude,Average_speed,Max_speed,Min_speed,Step_count,Average_weight,Max_weight,Min_weight,Move ,Heart_point,Heart_minutes,Biking_duration,Inactive_duration,Walking_duration,Running_duration
02-08-20,1769.507502,3894.974527,12.9840382,80.232551,12.9908543,80.2371983,0.63875389,2.042006493,0.074404262,3682,,,,84,30,30,1938020,78831670,2278861,
02-09-20,1842.831237,5915.690483,12.983691,80.2334532,12.9902052,80.2360917,0.450180502,6,0.052145399,6087,,,,115,36,36,2089938,75392022,3248030,
02-10-20,1841.98432,5567.622668,12.9857299,80.2271352,12.9918752,80.2358095,0.585416605,3.260755062,0.113409303,3952,,,,97,42,42,2705549,76500797,2785857,
02-11-20,1943.544267,7300.363088,12.9838941,80.2325585,12.9910227,80.2402528,0.560689875,3.663867712,0.080514684,4030,,,,118,60,60,3973992,76326009,3289919,
02-12-20,1773.066245,4370.583294,12.9840357,80.2272934,12.9918851,80.2360533,0.486635938,3.524507761,0.005954783,4865,,,,92,18,18,1209386,76078365,3123512,
02-13-20,1888.979308,4182.19902,12.9858311,80.2270324,12.9918505,80.2360718,0.580880037,4.159977436,0.029966028,3820,,,,95,43,43,2832189,76633552,3511296,
02-14-20,1987.768836,4893.508531,12.9840051,80.2328723,12.9904527,80.2359594,0.87584032,5.17182827,0.042446893,2726,,,,124,90,90,5922646,75574479,1876852,60648
02-15-20,2056.957277,7577.131371,12.9836698,80.2317355,12.9916032,80.2359907,0.539163891,4,0.083671793,6840,,,,163,68,68,4256687,74568343,5065659,
02-16-20,1939.59117,5661.769576,12.9837909,80.231163,12.9929811,80.2360768,0.915314342,2.618792295,0.224653468,5313,,,,137,59,59,3659245,76912898,3554176,
02-17-20,1847.805841,4851.20878,12.9840586,80.2303604,12.9907158,80.2367947,0.730555569,10,0.033025373,3574,,,,90,36,36,2421724,79650326,3191651,
02-18-20,1934.642873,6946.566039,12.9838104,80.231163,12.9929579,80.237297,0.501137071,2.72697258,0,4639,,,,132,70,70,4409102,74859952,2661359,
02-19-20,1775.393476,4891.713158,12.9879418,80.2268959,12.9919546,80.235455,0.94527706,4.439110279,0.25502941,3978,,,,87,26,26,1720087,79606183,2603272,
02-20-20,2012.696256,6851.920134,12.9840407,80.2268172,12.9925763,80.2373664,0.627182442,10.01165009,0.011021744,4129,,,,144,78,78,5151338,75162323,3297593,
02-21-20,1978.906125,6513.506067,12.984029,80.2306149,12.9908878,80.2359738,0.618455544,6.010323524,0.102677271,3383,,,,136,86,86,5613804,76332572,2183717,
02-22-20,1787.171364,2110.507089,12.986414,80.2349282,12.9871194,80.2360596,0.463674149,1.899848223,0.16709742,2379,,,,78,43,43,2696557,79736885,1791096,
02-23-20,1683.118657,1975.3675,12.9839936,80.2340105,12.9870935,80.2365727,0.495692327,3,0.265655637,3593,,,,63,8,8,575725,80268241,2153187,
02-24-20,2007.612703,6463.662406,12.9840266,80.2285462,12.992598,80.2381431,0.459858716,3.292866707,0.048440222,3979,,,,132,84,84,5413894,74474926,2915607,
02-25-20,1732.455051,3185.009378,12.9841878,80.2321329,12.9895318,80.2363463,0.51891978,2.684919119,0.002339658,2898,,,,73,28,28,1812993,81011638,1733669,
02-26-20,1850.372409,4051.84146,12.9870895,80.2271008,12.9918778,80.2359442,0.644333379,3.191327095,0.25502941,2967,,,,97,48,48,3092798,79201573,2314411,92092
02-27-20,1764.086548,5114.792614,12.9840192,80.2286963,12.991661,80.2348824,0.560308994,2.491120338,0.023519883,5643,,,,93,21,21,1296242,73679298,2866060,
02-28-20,1909.228087,5689.245659,12.984044,80.2270439,12.9918549,80.2360382,0.496665106,4.123233318,0.011658975,5283,,,,113,39,39,2438759,75882276,4286016,
02-29-20,1811.931082,4906.639525,12.9839537,80.2230731,12.9911081,80.2353381,0.518851295,3.64852953,0.265655637,3610,,,,93,47,47,2869048,79493302,2060267,
03-01-20,1780.895811,3347.906619,12.9842903,80.2344743,12.9858667,80.238849,0.626256484,1.421988726,0.088468686,3540,,,,82,37,37,2398943,80089344,1856074,60436
03-02-20,1907.708669,4799.112808,12.9839045,80.2301688,12.9914541,80.2402281,0.394208345,1.948211193,0.027731588,3016,,,,118,70,70,4561699,76973288,2004584,
03-03-20,1749.605594,2877.326829,12.98404,80.2284758,12.9917575,80.2353035,0.697232744,4.604959965,0.254828036,3076,,,,69,19,19,1264461,80627936,2634711,
03-04-20,1919.630097,5514.366138,12.986447,80.2267977,12.992566,80.2364879,0.58599153,4.139999866,0.027200047,4764,,,,132,70,70,4180875,75608335,2490198,61228
03-05-20,1838.373444,4356.902061,12.9839455,80.2328029,12.9909554,80.2349475,0.517185012,7,0.25502941,6855,,,,129,24,24,1464801,75581696,4046961,
03-06-20,2064.178869,10883.64169,12.9834237,80.2228753,12.9917832,80.2402159,0.583045719,8.648808479,0.012809682,6443,,,,165,83,83,5221234,70668362,3887613,120532
03-07-20,2423.106468,9535.286051,10.7823744,79.130546,10.9584559,79.3905555,2.402219003,63.78926849,0.08886195,15710,,,,273,67,67,3594147,13291198,12483615,
03-08-20,1706.831782,3158.070909,12.9838442,80.2340365,12.9870521,80.2381335,0.663861876,14.21724224,0.255072325,4443,,,,79,12,12,735265,77640757,2417032,
03-09-20,1824.240247,4084.164647,12.984242,80.2277148,12.9919238,80.2359584,0.520137741,5.469800472,0.173567742,4314,,,,102,35,35,2275151,77107972,2921126,
03-10-20,1815.467244,3754.987759,12.9838148,80.2341428,12.9871045,80.2368967,0.456031393,3.585865021,0.099830218,5959,,,,96,13,13,781474,74486284,4355275,
03-11-20,1923.871814,7100.368899,12.9842382,80.2268208,12.9924651,80.2359022,0.553738074,3.069235086,0.210042045,5624,,,,143,61,61,3881892,76700288,3027969,
03-12-20,1779.344033,4038.591351,12.9840467,80.2268828,12.9918519,80.2359472,0.497212102,3.221249342,0.0783168,4441,,,,95,29,29,1965298,75060724,2429922,
03-13-20,1931.071527,3662.951962,12.9860272,80.2278641,12.9920568,80.2359301,0.463018683,5,0.131074816,4032,,,,124,63,63,4177186,74502775,2844009,
03-14-20,1950.746274,6760.906487,12.9839848,80.2167764,12.9931844,80.2360133,0.560093904,2.24080205,0.250882417,7176,,,,131,41,41,2443169,76303276,4711284,152038
03-15-20,1927.409304,4854.152447,12.9840479,80.2269764,12.9918482,80.2359927,0.645445652,2.92882514,0.25502941,5533,,,,113,48,48,2655985,75030507,4184788,95802
03-16-20,2025.353446,6269.826411,12.9847352,80.2274056,12.9919237,80.2362497,0.548159062,8,0.138737619,3795,,,,153,94,94,5853075,74565620,2778854,
03-17-20,2197.011268,9884.512258,12.9822441,80.2325802,12.9974032,80.2407389,0.469647062,4.089566231,0.164716616,7129,,,,210,115,115,7229891,63483803,4451437,
03-18-20,1937.737052,5773.056227,12.9813022,80.234666,12.9870602,80.2402489,0.57590676,4.297632694,0.061948303,4817,,,,132,67,67,4254347,73276301,2883603,
03-19-20,1846.107587,5647.608732,13.2001472,77.7081459,13.2011946,77.7099508,1.46638706,54.07402802,0.160835266,8830,,,,117,5,5,,61187488,5683689,
03-20-20,1580.368278,1819.225736,,,,,0.48617132,3.330132961,0.267628133,3690,,,,47,,,,76571473,886287,
03-21-20,1565.88112,715.995153,,,,,0.37431857,0.863533318,0.284768611,1641,,,,16,,,,78663472,620829,
03-22-20,1704.293841,1663.753522,,,,,0.40700017,0.806460619,0.25378859,3914,,,,41,,,,74721328,2610794,238542
03-23-20,1684.320242,2535.103754,,,,,0.395278984,1.226100564,0.25502941,4750,,,,63,,,,78230950,2791075,
03-24-20,1630.502087,1545.299258,,,,,0.412891656,0.954917073,0.25502941,3603,,,,33,,,,73487379,1804926,
03-25-20,1652.249042,1663.796192,16.9422157,74.1375585,16.9422157,74.1375585,0.501402773,6,0.25502941,3921,,,,34,,,,78317515,1926940,120727
03-26-20,1591.192958,753.6237761,,,,,0.578855008,1.99000001,0.250777721,2207,,,,17,,,,77368706,1084636,
03-27-20,1697.13237,3134.230096,,,,,0.477919364,1.415217757,0.25502941,6092,,,,79,,,,74844396,3025840,
03-28-20,1596.569087,1351.580717,16.942307,74.1369583,16.9423809,74.137252,0.346442411,1.102704525,0.247284651,3047,,,,28,,,,79535284,1183146,
03-29-20,1823.711878,4022.445085,16.9418211,74.1337932,16.9418323,74.1338399,0.478138132,1.714736819,0.247103035,6898,,,,71,22,22,,73825410,3674030,729777
03-30-20,1656.98656,2526.779781,,,,,0.431213473,3.184783459,0.248386905,4901,,,,51,9,9,,73631065,2290220,
03-31-20,1646.950879,1383.238236,16.9424635,74.1371045,16.9424635,74.1371045,0.391660568,0.982111156,0.245555907,2904,,,,32,,,,80499377,2106328,
04-01-20,1731.1919,2393.576077,,,,,0.608229599,1.74000001,0.25502941,4632,,,,59,,,,75442263,3441859,90863
04-02-20,1658.677421,1470.380189,,,,,0.397459166,1.60786581,0.25502941,2941,,,,33,,,,80490598,2321202,
04-03-20,1682.161004,2094.328391,,,,,0.384620189,1.340000033,0.25502941,4332,,,,49,,,,76100628,2613051,60461
04-04-20,1639.689579,898.9787784,,,,,0.343678838,0.819989741,0.241203532,2269,,,,16,,,,75290333,1618670,154847
04-05-20,1679.321606,1931.720201,,,,,0.442558164,1.668621421,0.248016581,4016,,,,58,14,14,916316,75916985,1719268,
04-06-20,1746.562277,3464.184975,,,,,0.489036014,1.675433159,0.247175574,6306,,,,60,4,4,,74237939,3722163,91447
04-07-20,1733.795911,3358.52545,,,,,0.414877936,1.214694619,0.265553921,5871,,,,64,5,5,,80365797,3697654,
04-08-20,1769.072757,4676.582494,16.9422393,74.1374323,16.9422393,74.1374323,0.546246885,1.452413082,0.25502941,7919,,,,88,22,22,,73213208,4344054,
04-09-20,1923.368911,5549.850251,16.9423353,74.136761,16.9423578,74.1367639,0.461131054,11,0.258325487,9535,,,,124,12,12,,70549299,6217086,416696
04-10-20,1546.125682,1245.766746,,,,,0.597673303,3,0.25502941,2915,,,,32,,,,81225058,258836,
04-11-20,1743.197137,3673.327593,,,,,0.568671578,7,0.25502941,7151,,,,113,15,15,819273,69481905,2993517,
04-12-20,1639.094441,1754.602543,,,,,1.431596144,6,0.253396243,3614,,,,45,,,,78919557,1962370,
04-13-20,1736.395127,3934.223089,,,,,0.443813699,1.296664953,0.249197498,7024,,,,78,9,9,,74913521,3745281,
04-14-20,1808.235426,3525.765765,16.9416556,74.1335877,16.9416556,74.1335877,0.575407807,9,0.252815157,6613,,,,69,8,8,,73515662,5061663,
04-15-20,1728.384953,3133.130861,,,,,0.510779252,4,0.253071368,5922,,,,64,5,5,,77575720,3598505,
04-16-20,1718.975226,1559.794189,,,,,0.409686712,0.96465385,0.25502941,3291,,,,34,,,,77984405,3426082,
04-17-20,1769.046541,4175.844594,16.9462825,74.139929,16.9463387,74.1400185,0.417367016,1.693091631,0.23469235,7145,,,,93,10,10,,78669497,4204343,60799
04-18-20,1599.141765,1519.889742,,,,,0.413682468,1.393275619,0.252654821,3512,,,,32,,,,76187968,832837,173556
04-19-20,1905.107246,5189.203359,16.9422514,74.1359241,16.9447672,74.1374438,0.554523016,2.80541563,0.253219068,8963,,,,111,7,7,,70576822,6423938,180248
04-20-20,1862.010763,4880.330633,,,,,0.435473662,1.243807912,0.25502941,8307,,,,103,,,,75353542,6047025,
04-21-20,1873.058478,5988.682855,16.9424837,74.1363562,16.9466054,74.1425798,0.752190202,19,0.081515916,9492,,,,107,8,7,,72528957,5963539,95874
04-22-20,1820.396261,4594.383714,,,,,0.460711822,3,0.265655637,7805,,,,91,7,7,,77733778,5139259,63420
04-23-20,1750.269845,3197.404349,16.9425275,74.1369741,16.9425275,74.1369741,0.394756845,1.129242897,0.265655637,5626,,,,69,,,,76259984,3999517,
04-24-20,1695.39606,2946.1716,16.9429463,74.1366678,16.9434724,74.1369244,0.439788821,2.240283489,0.25502941,5510,,,,71,1,1,,77614270,2847069,64172
04-25-20,1840.262487,5274.911291,,,,,0.572167434,5.479626656,0.25502941,8801,,,,114,9,9,,76310425,5648514,
04-26-20,1622.221379,2084.560595,,,,,0.535231498,3.138097763,0.25502941,3905,,,,48,,,,78924893,1653191,
04-27-20,1723.440412,3682.460132,16.9422803,74.1370798,16.9422803,74.1370798,0.564864639,1.520549655,0.247986495,6651,,,,69,10,10,,76361254,3306352,88012
04-28-20,1618.604923,1942.432336,,,,,0.656366726,19,0.297534317,3745,,,,41,,,,79328969,1586925,
04-29-20,1935.362243,6171.285572,16.9320481,74.135698,16.9465467,74.1410188,0.495524351,4,0.255204171,10371,,,,141,12,12,,70139758,7040448,153120
04-30-20,1674.571124,2042.697892,,,,,0.655026673,3,0.248546764,4207,,,,46,,,,75958818,2612436,
05-01-20,1870.189819,5606.586187,,,,,0.455101885,1.23416996,0.249455392,9218,,,,108,3,3,,75120975,6196896,
05-02-20,1664.036689,1981.653047,16.9425453,74.1371279,16.9425453,74.1371279,0.468012727,2.637697935,0.250410855,3655,,,,48,1,1,127109,78386820,2283433,
05-03-20,1634.610595,1841.77479,,,,,0.413851029,1.338033199,0.25502941,3376,,,,34,4,4,,77750114,1880210,
05-04-20,1985.116508,7799.568215,,,,,0.63661501,2.4662714,0.262676805,12778,,,,152,2,2,,69665546,8302783,
05-05-20,1695.860697,2505.17395,,,,,0.453812169,2.089623213,0.21715036,4634,,,,56,,,,75527981,3002538,
05-06-20,1653.067392,1790.086736,,,,,0.503608771,1.399999976,0.25502941,3195,,,,37,,,,81778861,2218406,
05-07-20,1659.777178,1925.701957,,,,,0.440030145,1.49945116,0.258895367,3918,,,,42,1,1,,75612643,2341355,
05-08-20,1768.516465,4331.732283,16.9318921,74.1291952,16.9420914,74.1366263,0.553519157,2.036769867,0.251733035,7118,,,,88,17,17,,75909016,4194569,60826
05-09-20,1925.96061,6234.145306,,,,,0.487447292,1.477653742,0.265655637,9998,,,,141,49,49,1160197,74820387,5977726,
05-10-20,1670.585305,1642.652831,,,,,0.387577535,0.996582925,0.25502941,3458,,,,41,,,,71756558,2539399,
05-11-20,1699.74446,3373.90552,,,,,0.455032249,1.710000038,0.254059821,5765,,,,67,7,7,,81446345,3073704,
05-12-20,1742.757824,3422.590945,,,,,0.914668317,3.002242804,0.25502941,5545,,,,67,12,12,,79741094,3861868,
05-13-20,1877.159883,7078.413234,,,,,0.633216313,2.704084396,0.246773243,11544,,,,144,27,26,,73561117,6019192,121480
05-14-20,1593.192374,1086.31707,,,,,0.43370564,1.27739203,0.251322895,2834,,,,23,,,,76588515,1121273,
05-15-20,1658.890791,1630.913268,,,,,0.415928483,0.844958842,0.25502941,2947,,,,54,10,10,660000,56827476,1619090,
05-16-20,1647.339615,1700.675741,,,,,0.447789151,1.193317294,0.25502941,3016,,,,38,2,2,,41680764,2113452,
05-17-20,1724.593496,3587.454334,,,,,0.540288847,1.246709466,0.265655637,6067,,,,71,12,12,,80083076,3529031,
05-18-20,1797.076068,5218.570646,,,,,0.497018697,1.523496389,0.259049356,8671,,,,111,24,24,,75120592,4857181,
05-19-20,1848.368401,5873.781686,16.940536,74.1309208,16.940536,74.1309208,0.464152097,1.557379842,0.25502941,9838,,,,123,23,23,,72601896,5350290,195088
05-20-20,1766.062905,5083.414983,,,,,0.54869403,3,0.246832028,8389,,,,96,27,27,,76984383,4288904,
05-21-20,1836.317155,5851.69295,,,,,0.454441557,2.321648836,0.25502941,9683,,,,110,27,27,,75195485,5576222,
05-22-20,1901.943915,6979.193859,16.9400778,74.1234574,16.9834327,74.1286862,0.553951043,1.340703726,0.251707882,11403,,,,138,43,43,,75688450,6220485,243781
05-23-20,1744.392874,3972.115897,16.9421765,74.1371183,16.9421765,74.1371183,0.417048584,1.444667459,0.24727878,6806,,,,76,15,15,,78275647,3891830,
05-24-20,1704.993483,4179.1727,,,,,0.419538881,1.257679343,0.248142809,7262,,,,86,5,5,,77369456,3169883,
05-25-20,1775.627783,4804.317813,16.9400356,74.1234574,16.9834327,74.1261409,0.498765818,1.850157261,0.247961596,8005,,,,89,26,24,,76156399,4247193,94748
05-26-20,1719.066211,3452.464071,,,,,0.410292523,2.727555513,0.279133886,6159,,,,90,,,,77716394,3427750,
05-27-20,1918.00276,8042.123353,,,,,0.455496632,1.428923488,0.248291612,12913,,,,154,39,39,,66517375,7073009,
05-28-20,1638.058782,2093.92784,,,,,0.500962523,1.227338791,0.25502941,4239,,,,51,,,,68966316,1943392,
05-29-20,1662.209503,1627.619825,,,,,0.452359524,1.314539671,0.263385594,3146,,,,37,,,,80575159,2311884,32331
05-30-20,1560.024413,1441.387679,,,,,0.568458313,8.757189751,0.23900567,3217,,,,37,,,,73664784,513512,
05-31-20,1574.997529,1184.187195,,,,,0.418342359,0.926094711,0.25502941,2579,,,,30,,,,80546747,787875,
06-01-20,1561.01453,485.1935092,,,,,0.381907413,0.670411348,0.25502941,1219,,,,7,,,,81923538,531654,
06-02-20,1614.274824,1675.475277,,,,,0.417183974,1.187670112,0.25502941,3933,,,,35,,,,71097696,1211122,129457
06-03-20,1589.82129,827.4793289,,,,,0.361275067,1.034528613,0.28690809,2133,,,,19,,,,82726503,1059503,
06-04-20,1709.544421,2717.947979,,,,,0.528247615,1.139999986,0.249431238,5996,,,,71,,,,68218159,3115104,60336
06-05-20,1619.190314,1240.646635,,,,,0.408947545,1.279999971,0.249737352,3067,,,,28,,,,73448480,1338992,112950
06-06-20,1629.127546,1320.716107,,,,,0.336518268,1.262762189,0.25502941,2994,,,,29,,,,78083176,1779740,
06-07-20,1651.962083,2264.110479,16.9436118,74.1364878,16.9436118,74.1364878,0.433016565,1.899072289,0.256195247,4376,,,,45,3,3,,78001886,2198154,
06-08-20,1865.356915,4782.235931,,,,,0.440840693,1.301958561,0.252946585,8400,,,,114,18,18,577469,67840739,5329713,70257
06-09-20,1656.888391,1689.674108,,,,,0.546785534,2.519999981,0.250596195,3405,,,,52,7,7,460453,76634739,1795860,
06-10-20,1755.57421,5059.098366,16.9419854,74.1358322,16.9420473,74.1360315,0.527893805,4.460000038,0.25502941,8786,,,,97,26,26,,70188451,3888007,91136
06-11-20,1618.700752,1390.269486,,,,,0.390982266,1.042791963,0.252258331,2979,,,,36,,,,79626133,1290245,130319
06-12-20,1656.505982,1945.769864,,,,,0.465572405,1.304414868,0.25502941,3992,,,,41,,,,74694903,1909691,162322
06-13-20,1632.583009,1675.38741,,,,,0.422827932,1.165258765,0.046996344,3304,,,,42,,,,80844125,1843056,
06-14-20,1704.09944,2791.35105,,,,,0.820164383,6.53000021,0.25502941,5696,,,,71,,,,73526164,3153504,
06-15-20,1625.892087,1766.793321,,,,,0.3875867,1.073137403,0.25502941,4094,,,,38,,,,74668535,1720453,
06-16-20,1746.196893,3367.276018,16.945097,74.1370331,16.945097,74.1370331,0.504607411,1.939427137,0.25502941,6133,,,,76,2,2,,76224604,3784179,61443
06-17-20,1652.061759,1557.944559,16.9420171,74.1363119,16.9420171,74.1363119,0.425944568,1.5,0.265655637,3137,,,,28,2,2,,79635785,1992223,90722
06-18-20,1619.863136,1283.224582,,,,,0.378887737,3.991134882,0.25502941,2761,,,,26,5,5,,72973779,1609980,
06-19-20,1614.226918,2147.644267,,,,,0.472739729,1.470903277,0.235163465,4142,,,,45,7,7,,78396494,1506704,
06-20-20,1928.944196,5120.919858,16.9450878,74.1370413,16.9450878,74.1370413,0.476546759,1.242010951,0.25502941,8990,,,,113,13,13,418625,63930670,6825679,
06-21-20,1713.267573,4003.144086,,,,,0.450532745,2.075051785,0.25502941,7641,,,,123,14,14,818138,69748718,2446310,
06-22-20,1638.313342,1916.791596,,,,,0.556439213,1.839416981,0.243103862,3695,,,,49,1,1,,73375040,1948057,
06-23-20,1759.303311,2137.755989,,,,,0.475062738,2.182442665,0.254082143,4487,,,,42,3,3,,62093844,4165044,
06-24-20,1685.205327,1978.966834,,,,,0.47493339,1.679999948,0.253387332,4262,,,,39,,,,69178442,2807292,
06-25-20,1753.532403,3729.43705,,,,,0.424672032,2.085615873,0.258396506,6873,,,,86,6,6,,72143116,3913382,63718
06-26-20,1702.858219,3316.401809,,,,,0.404181546,1.151343226,0.25502941,7044,,,,83,,,,69042143,2490800,279454
06-27-20,1630.645202,2980.541963,,,,,0.372832696,1.058084011,0.250597775,6831,,,,74,,,,65048063,1669276,60380
06-28-20,1634.699128,2288.04122,,,,,0.439915836,1.91501236,0.25502941,4869,,,,52,3,3,,75538580,1741298,61367
06-29-20,1805.120666,5175.159659,16.9401925,74.1292369,16.9401925,74.1292369,0.513258941,2.029999971,0.243983895,9037,,,,97,19,19,,71230974,4865761,60623
06-30-20,1756.026096,2617.240518,,,,,0.400037977,1.31831491,0.252613366,5118,,,,64,,,,68087126,1857759,981307
07-01-20,1685.759724,2782.811162,,,,,0.476467164,4.544811726,0.253920943,5016,,,,64,8,8,,76775723,2817452,
07-02-20,1674.868392,2147.435454,,,,,0.406659428,1.181785107,0.25502941,4137,,,,46,2,2,,75606018,2617882,
07-03-20,1765.029754,4231.139985,,,,,0.548720364,1.30079937,0.25502941,6997,,,,81,20,20,,78809661,4269973,
07-04-20,1706.28826,4528.677064,,,,,0.434666637,1.29974103,0.25502941,7828,,,,103,10,10,72863,71231805,3115667,
07-05-20,1702.290441,3356.740937,,,,,0.424409967,1.253008842,0.250313312,6549,,,,64,8,8,,61895092,2455326,290401
07-06-20,1688.026134,3779.663521,,,,,0.532549697,2.309999943,0.249051377,8173,,,,88,3,3,,65912921,2710773,64718
07-07-20,1684.949807,2063.703373,,,,,0.41769984,1.117811561,0.252991498,4415,,,,38,,,,74336501,2802609,
07-08-20,1850.268516,6241.795549,,,,,0.497247103,1.233846545,0.25502941,11115,,,,136,6,6,,68558297,5831863,
07-09-20,1720.768452,3640.686956,,,,,0.435638425,1.392886519,0.251698196,6879,,,,84,6,6,,74457017,3458943,
07-10-20,1656.041391,2626.509254,,,,,0.63713583,2.035243034,0.253300041,5342,,,,54,1,1,,67225094,2272902,
07-11-20,1712.2996,1804.980787,,,,,0.427682231,1.245457768,0.249328107,3782,,,,30,3,3,,73912715,3303760,
07-12-20,1665.547579,2973.293849,,,,,0.426729377,1.170939565,0.249905497,6266,,,,72,,,,68991089,1746641,305867
07-13-20,1674.762293,3013.661157,,,,,0.494242719,8.06000042,0.2466892,6646,,,,79,2,2,180482,70226171,2422873,
07-14-20,1665.506307,2287.333426,,,,,0.50324988,3.017800808,0.264212877,4626,,,,59,,,,72363596,2223061,97497
07-15-20,1571.402635,786.0592455,,,,,0.357809822,1.213357449,0.25502941,2052,,,,14,,,,82173949,722003,
07-16-20,1776.915271,4390.148654,,,,,0.426986671,1.467275381,0.25502941,8241,,,,99,2,2,,69645648,4220473,116716
07-17-20,1568.895181,653.2567549,,,,,0.517736628,4.440000057,0.246928379,1881,,,,14,4,4,311666,64726182,342659,
07-18-20,1577.144218,1607.051828,,,,,0.352919211,1.142211676,0.247287139,3645,,,,41,,,,72224073,827211,
07-19-20,1779.434993,4509.545292,,,,,0.414570169,1.205542803,0.247408837,8566,,,,99,2,2,,66176878,4245967,125747
07-20-20,1625.942506,2741.72804,16.9420522,74.1374732,16.9420522,74.1374732,0.362114952,1.262334943,0.245436475,5406,,,,71,,,,73309238,1721378,
07-21-20,1624.835223,1607.057278,,,,,0.517339399,4.880000114,0.269456625,3790,,,,35,2,2,,73084124,1701088,
07-22-20,1737.177057,5696.700197,,,,,0.431220174,1.247718334,0.252255887,9915,,,,116,10,10,,67595388,3759607,
07-23-20,1703.829185,2496.480367,16.9492345,74.1346714,16.9510507,74.1371985,0.402451695,0.938451469,0.251440376,5573,,,,53,,,,66721359,3148551,
07-24-20,1747.456491,4001.32679,,,,,0.41833798,1.257902384,0.25502941,7430,,,,92,5,5,,74095828,3407655,235940
07-25-20,1726.702502,3765.973125,,,,,0.424106588,1.175274968,0.246361479,7573,,,,86,2,2,,75006138,3567675,
07-26-20,1691.940062,5314.926708,16.9416648,74.1325532,16.9416648,74.1325532,0.525421016,4.855086803,0.246035725,10030,,,,130,4,4,,71082013,2580009,153137
07-27-20,1676.81059,3377.638084,,,,,0.468866964,1.850000024,0.25502941,6779,,,,76,2,2,,68736986,2653471,
07-28-20,1900.366284,3356.174367,,,,,0.425777202,1.25999999,0.249500677,7063,,,,85,,,,65667664,1397080,2337409
07-29-20,1593.91582,823.4772538,,,,,0.4909492,2.50999999,0.25502941,2199,,,,14,,,,73610843,1134529,
07-30-20,1753.812154,4759.159538,,,,,0.449148499,2.017943144,0.25502941,8088,,,,94,31,31,,74413902,4064423,
07-31-20,1576.355147,1371.136277,,,,,0.400703447,0.813421309,0.251293689,3128,,,,38,,,,75024457,812752,
08-01-20,1671.441104,3061.318629,,,,,0.520473359,1.947829962,0.247738451,5915,,,,73,1,1,,66756230,2555082,
08-02-20,1789.782096,5417.875422,,,,,0.583082872,12.18000031,0.25502941,9733,,,,123,5,5,,70205898,4723528,
08-03-20,1570.60926,528.8429556,,,,,0.434083668,0.957648337,0.25502941,1423,,,,13,,,,83639384,707466,
08-04-20,1581.334114,528.4445893,,,,,0.427959719,3.251188755,0.25502941,1450,,,,11,,,,80162951,903986,
08-05-20,1557.736252,579.5543988,,,,,0.469734233,0.827641308,0.25502941,1549,,,,10,,,,79560565,471585,
08-06-20,1619.85134,1241.372272,,,,,0.507280011,1.879999995,0.25502941,2913,,,,26,,,,78627633,1609765,
08-07-20,1607.004831,1307.538943,,,,,0.416548001,1.090165854,0.25502941,2795,,,,33,,,,78850235,1374368,
08-08-20,1738.837589,2695.972963,,,,,0.882497552,13.29413414,0.252213955,4766,,,,67,,,,72778181,3790035,
08-09-20,1715.025837,3228.690566,,,,,0.463317233,1.140564561,0.245806843,6521,,,,76,1,1,,70466073,3353716,
08-10-20,1740.822012,3054.941483,,,,,0.496491161,9.449987411,0.251732171,6388,,,,71,,,,66069059,3826398,
08-11-20,1678.903834,2230.930939,16.9421133,74.137093,16.9421403,74.1374694,0.383836893,0.944792688,0.232145205,4665,,,,59,,,,68944615,2691827,
08-12-20,1713.179517,2713.451641,,,,,0.494296404,2.248159647,0.25502941,5051,,,,76,,,,73195193,3319885,
08-13-20,1607.915208,674.5528706,,,,,0.40484901,1.169999957,0.248318478,1991,,,,22,9,9,607210,80195776,741498,
08-14-20,1587.258351,943.1749818,,,,,0.866973654,20.19528008,0.246478841,2611,,,,16,,,,72271809,1012539,
08-15-20,1699.136439,2867.931293,16.9420518,74.1374781,16.9420518,74.1374781,0.452100114,2.050630569,0.245415673,6012,,,,77,,,,75150107,2912018,65739
08-16-20,1824.344091,4038.983799,16.9418606,74.1369984,16.9511468,74.1400862,0.44316058,2.26884985,0.25502941,6627,,,,88,11,11,,73583679,5196901,69838
08-17-20,1927.525133,5993.065814,16.9419681,74.1366846,16.9513657,74.1394254,0.435949461,2.170000076,0.25502941,10553,,,,120,24,24,,71045111,7102302,63401
08-18-20,1735.557717,3398.734503,16.9476597,74.1371894,16.9513687,74.1386109,0.447329702,2.576802254,0.25502941,5803,,,,63,22,22,,77445162,3729936,
08-19-20,1611.312716,1958.437016,,,,,0.446567991,1.600000024,0.25502941,4317,,,,49,,,,71288557,1453305,
08-20-20,1655.113319,2861.096307,16.9419867,74.1382915,16.9420604,74.1398618,0.461388361,12.71014309,0.247255743,5537,,,,54,15,14,,72396999,2255896,
08-21-20,1705.670422,3669.616018,16.9422089,74.1390571,16.9422089,74.1390571,0.394564923,1.539354444,0.252194971,7385,,,,73,6,6,,65847617,3182290,
08-22-20,1625.206286,3390.694651,16.951088,74.1370478,16.951088,74.1370478,0.415854919,2.30924201,0.249905691,7159,,,,86,,,,68101578,1707886,
08-23-20,1708.641332,4649.39585,16.9493477,74.1379645,16.9493477,74.1379645,0.741590981,12.80000019,0.251729608,9875,,,,137,15,15,994711,55285285,2172653,
